Date,Region,Cars
2016-08-29,Doğu Anadolu Bölgesi,41688.0
2016-09-05,Doğu Anadolu Bölgesi,41688.0
2016-09-12,Doğu Anadolu Bölgesi,41688.0
2016-09-19,Doğu Anadolu Bölgesi,41688.0
2016-09-26,Doğu Anadolu Bölgesi,41688.0
2016-10-03,Doğu Anadolu Bölgesi,41807.0
2016-10-10,Doğu Anadolu Bölgesi,41807.0
2016-10-17,Doğu Anadolu Bölgesi,41807.0
2016-10-24,Doğu Anadolu Bölgesi,41807.0
2016-10-31,Doğu Anadolu Bölgesi,42026.0
2016-11-07,Doğu Anadolu Bölgesi,42026.0
2016-11-14,Doğu Anadolu Bölgesi,42026.0
2016-11-21,Doğu Anadolu Bölgesi,42026.0
2016-11-28,Doğu Anadolu Bölgesi,42682.0
2016-12-05,Doğu Anadolu Bölgesi,42682.0
2016-12-12,Doğu Anadolu Bölgesi,42682.0
2016-12-19,Doğu Anadolu Bölgesi,42682.0
2016-12-26,Doğu Anadolu Bölgesi,42682.0
2017-01-02,Doğu Anadolu Bölgesi,43922.0
2017-01-09,Doğu Anadolu Bölgesi,43922.0
2017-01-16,Doğu Anadolu Bölgesi,43922.0
2017-01-23,Doğu Anadolu Bölgesi,43922.0
2017-01-30,Doğu Anadolu Bölgesi,43002.0
2017-02-06,Doğu Anadolu Bölgesi,43002.0
2017-02-13,Doğu Anadolu Bölgesi,43002.0
2017-02-20,Doğu Anadolu Bölgesi,43002.0
2017-02-27,Doğu Anadolu Bölgesi,43002.0
2017-03-06,Doğu Anadolu Bölgesi,44153.0
2017-03-13,Doğu Anadolu Bölgesi,44153.0
2017-03-20,Doğu Anadolu Bölgesi,44153.0
2017-03-27,Doğu Anadolu Bölgesi,44153.0
2017-04-03,Doğu Anadolu Bölgesi,43983.0
2017-04-10,Doğu Anadolu Bölgesi,43983.0
2017-04-17,Doğu Anadolu Bölgesi,43983.0
2017-04-24,Doğu Anadolu Bölgesi,43983.0
2017-05-01,Doğu Anadolu Bölgesi,45050.0
2017-05-08,Doğu Anadolu Bölgesi,45050.0
2017-05-15,Doğu Anadolu Bölgesi,45050.0
2017-05-22,Doğu Anadolu Bölgesi,45050.0
2017-05-29,Doğu Anadolu Bölgesi,46674.0
2017-06-05,Doğu Anadolu Bölgesi,46674.0
2017-06-12,Doğu Anadolu Bölgesi,46674.0
2017-06-19,Doğu Anadolu Bölgesi,46674.0
2017-06-26,Doğu Anadolu Bölgesi,46674.0
2017-07-03,Doğu Anadolu Bölgesi,46409.0
2017-07-10,Doğu Anadolu Bölgesi,46409.0
2017-07-17,Doğu Anadolu Bölgesi,46409.0
2017-07-24,Doğu Anadolu Bölgesi,46409.0
2017-07-31,Doğu Anadolu Bölgesi,45755.0
2017-08-07,Doğu Anadolu Bölgesi,45755.0
2017-08-14,Doğu Anadolu Bölgesi,45755.0
2017-08-21,Doğu Anadolu Bölgesi,45755.0
2017-08-28,Doğu Anadolu Bölgesi,46770.0
2017-09-04,Doğu Anadolu Bölgesi,46770.0
2017-09-11,Doğu Anadolu Bölgesi,46770.0
2017-09-18,Doğu Anadolu Bölgesi,46770.0
2017-09-25,Doğu Anadolu Bölgesi,46770.0
2017-10-02,Doğu Anadolu Bölgesi,47169.0
2017-10-09,Doğu Anadolu Bölgesi,47169.0
2017-10-16,Doğu Anadolu Bölgesi,47169.0
2017-10-23,Doğu Anadolu Bölgesi,47169.0
2017-10-30,Doğu Anadolu Bölgesi,47216.0
2017-11-06,Doğu Anadolu Bölgesi,47216.0
2017-11-13,Doğu Anadolu Bölgesi,47216.0
2017-11-20,Doğu Anadolu Bölgesi,47216.0
2017-11-27,Doğu Anadolu Bölgesi,47216.0
2017-12-04,Doğu Anadolu Bölgesi,47440.0
2017-12-11,Doğu Anadolu Bölgesi,47440.0
2017-12-18,Doğu Anadolu Bölgesi,47440.0
2017-12-25,Doğu Anadolu Bölgesi,47440.0
2018-01-01,Doğu Anadolu Bölgesi,46525.0
2018-01-08,Doğu Anadolu Bölgesi,46525.0
2018-01-15,Doğu Anadolu Bölgesi,46525.0
2018-01-22,Doğu Anadolu Bölgesi,46525.0
2018-01-29,Doğu Anadolu Bölgesi,46225.0
2018-02-05,Doğu Anadolu Bölgesi,46225.0
2018-02-12,Doğu Anadolu Bölgesi,46225.0
2018-02-19,Doğu Anadolu Bölgesi,46225.0
2018-02-26,Doğu Anadolu Bölgesi,46225.0
2018-03-05,Doğu Anadolu Bölgesi,45381.0
2018-03-12,Doğu Anadolu Bölgesi,45381.0
2018-03-19,Doğu Anadolu Bölgesi,45381.0
2018-03-26,Doğu Anadolu Bölgesi,45381.0
2018-04-02,Doğu Anadolu Bölgesi,45173.0
2018-04-09,Doğu Anadolu Bölgesi,45173.0
2018-04-16,Doğu Anadolu Bölgesi,45173.0
2018-04-23,Doğu Anadolu Bölgesi,45173.0
2018-04-30,Doğu Anadolu Bölgesi,43386.0
2018-05-07,Doğu Anadolu Bölgesi,43386.0
2018-05-14,Doğu Anadolu Bölgesi,43386.0
2018-05-21,Doğu Anadolu Bölgesi,43386.0
2018-05-28,Doğu Anadolu Bölgesi,43386.0
2018-06-04,Doğu Anadolu Bölgesi,40891.0
2018-06-11,Doğu Anadolu Bölgesi,40891.0
2018-06-18,Doğu Anadolu Bölgesi,40891.0
2018-06-25,Doğu Anadolu Bölgesi,40891.0
2018-07-02,Doğu Anadolu Bölgesi,39943.0
2018-07-09,Doğu Anadolu Bölgesi,39943.0
2018-07-16,Doğu Anadolu Bölgesi,39943.0
2018-07-23,Doğu Anadolu Bölgesi,39943.0
2018-07-30,Doğu Anadolu Bölgesi,39047.0
2018-08-06,Doğu Anadolu Bölgesi,39047.0
2018-08-13,Doğu Anadolu Bölgesi,39047.0
2018-08-20,Doğu Anadolu Bölgesi,39047.0
2018-08-27,Doğu Anadolu Bölgesi,39047.0
2018-09-03,Doğu Anadolu Bölgesi,37678.0
2018-09-10,Doğu Anadolu Bölgesi,37678.0
2018-09-17,Doğu Anadolu Bölgesi,37678.0
2018-09-24,Doğu Anadolu Bölgesi,37678.0
2018-10-01,Doğu Anadolu Bölgesi,35780.0
2018-10-08,Doğu Anadolu Bölgesi,35780.0
2018-10-15,Doğu Anadolu Bölgesi,35780.0
2018-10-22,Doğu Anadolu Bölgesi,35780.0
2018-10-29,Doğu Anadolu Bölgesi,34267.0
2018-11-05,Doğu Anadolu Bölgesi,34267.0
2018-11-12,Doğu Anadolu Bölgesi,34267.0
2018-11-19,Doğu Anadolu Bölgesi,34267.0
2018-11-26,Doğu Anadolu Bölgesi,34267.0
2018-12-03,Doğu Anadolu Bölgesi,31690.0
2018-12-10,Doğu Anadolu Bölgesi,31690.0
2018-12-17,Doğu Anadolu Bölgesi,31690.0
2018-12-24,Doğu Anadolu Bölgesi,31690.0
2018-12-31,Doğu Anadolu Bölgesi,30634.0
2019-01-07,Doğu Anadolu Bölgesi,30634.0
2019-01-14,Doğu Anadolu Bölgesi,30634.0
2019-01-21,Doğu Anadolu Bölgesi,30634.0
2019-01-28,Doğu Anadolu Bölgesi,29617.0
2019-02-04,Doğu Anadolu Bölgesi,29617.0
2019-02-11,Doğu Anadolu Bölgesi,29617.0
2019-02-18,Doğu Anadolu Bölgesi,29617.0
2019-02-25,Doğu Anadolu Bölgesi,29617.0
2019-03-04,Doğu Anadolu Bölgesi,27729.0
2019-03-11,Doğu Anadolu Bölgesi,27729.0
2019-03-18,Doğu Anadolu Bölgesi,27729.0
2019-03-25,Doğu Anadolu Bölgesi,27729.0
2019-04-01,Doğu Anadolu Bölgesi,26823.0
2019-04-08,Doğu Anadolu Bölgesi,26823.0
2019-04-15,Doğu Anadolu Bölgesi,26823.0
2019-04-22,Doğu Anadolu Bölgesi,26823.0
2019-04-29,Doğu Anadolu Bölgesi,25408.0
2019-05-06,Doğu Anadolu Bölgesi,25408.0
2019-05-13,Doğu Anadolu Bölgesi,25408.0
2019-05-20,Doğu Anadolu Bölgesi,25408.0
2019-05-27,Doğu Anadolu Bölgesi,25408.0
2019-06-03,Doğu Anadolu Bölgesi,24009.0
2019-06-10,Doğu Anadolu Bölgesi,24009.0
2019-06-17,Doğu Anadolu Bölgesi,24009.0
2019-06-24,Doğu Anadolu Bölgesi,24009.0
2019-07-01,Doğu Anadolu Bölgesi,22726.0
2019-07-08,Doğu Anadolu Bölgesi,22726.0
2019-07-15,Doğu Anadolu Bölgesi,22726.0
2019-07-22,Doğu Anadolu Bölgesi,22726.0
2019-07-29,Doğu Anadolu Bölgesi,21990.0
2019-08-05,Doğu Anadolu Bölgesi,21990.0
2019-08-12,Doğu Anadolu Bölgesi,21990.0
2019-08-19,Doğu Anadolu Bölgesi,21990.0
2019-08-26,Doğu Anadolu Bölgesi,21990.0
2019-09-02,Doğu Anadolu Bölgesi,20867.0
2019-09-09,Doğu Anadolu Bölgesi,20867.0
2019-09-16,Doğu Anadolu Bölgesi,20867.0
2019-09-23,Doğu Anadolu Bölgesi,20867.0
2019-09-30,Doğu Anadolu Bölgesi,20135.0
2019-10-07,Doğu Anadolu Bölgesi,20135.0
2019-10-14,Doğu Anadolu Bölgesi,20135.0
2019-10-21,Doğu Anadolu Bölgesi,20135.0
2019-10-28,Doğu Anadolu Bölgesi,20135.0
2019-11-04,Doğu Anadolu Bölgesi,20064.0
2019-11-11,Doğu Anadolu Bölgesi,20064.0
2019-11-18,Doğu Anadolu Bölgesi,20064.0
2019-11-25,Doğu Anadolu Bölgesi,20064.0
2019-12-02,Doğu Anadolu Bölgesi,20547.0
2019-12-09,Doğu Anadolu Bölgesi,20547.0
2019-12-16,Doğu Anadolu Bölgesi,20547.0
2019-12-23,Doğu Anadolu Bölgesi,20547.0
2019-12-30,Doğu Anadolu Bölgesi,19922.0
2014-01-06,Ege Bölgesi,
2014-01-13,Ege Bölgesi,
2014-01-20,Ege Bölgesi,
2014-01-27,Ege Bölgesi,
2014-02-03,Ege Bölgesi,
2014-02-10,Ege Bölgesi,
2014-02-17,Ege Bölgesi,
2014-02-24,Ege Bölgesi,
2014-03-03,Ege Bölgesi,
2014-03-10,Ege Bölgesi,
2014-03-17,Ege Bölgesi,
2014-03-24,Ege Bölgesi,
2014-03-31,Ege Bölgesi,
2014-04-07,Ege Bölgesi,
2014-04-14,Ege Bölgesi,
2014-04-21,Ege Bölgesi,
2014-04-28,Ege Bölgesi,
2014-05-05,Ege Bölgesi,
2014-05-12,Ege Bölgesi,
2014-05-19,Ege Bölgesi,
2014-05-26,Ege Bölgesi,
2014-06-02,Ege Bölgesi,
2014-06-09,Ege Bölgesi,
2014-06-16,Ege Bölgesi,
2014-06-23,Ege Bölgesi,
2014-06-30,Ege Bölgesi,
2014-07-07,Ege Bölgesi,
2014-07-14,Ege Bölgesi,
2014-07-21,Ege Bölgesi,
2014-07-28,Ege Bölgesi,
2014-08-04,Ege Bölgesi,
2014-08-11,Ege Bölgesi,
2014-08-18,Ege Bölgesi,
2014-08-25,Ege Bölgesi,
2014-09-01,Ege Bölgesi,
2014-09-08,Ege Bölgesi,
2014-09-15,Ege Bölgesi,
2014-09-22,Ege Bölgesi,
2014-09-29,Ege Bölgesi,
2014-10-06,Ege Bölgesi,
2014-10-13,Ege Bölgesi,
2014-10-20,Ege Bölgesi,
2014-10-27,Ege Bölgesi,
2014-11-03,Ege Bölgesi,
2014-11-10,Ege Bölgesi,
2014-11-17,Ege Bölgesi,
2014-11-24,Ege Bölgesi,
2014-12-01,Ege Bölgesi,141573.0
2014-12-08,Ege Bölgesi,141573.0
2014-12-15,Ege Bölgesi,141573.0
2014-12-22,Ege Bölgesi,141573.0
2014-12-29,Ege Bölgesi,141494.0
2015-01-05,Ege Bölgesi,141494.0
2015-01-12,Ege Bölgesi,141494.0
2015-01-19,Ege Bölgesi,141494.0
2015-01-26,Ege Bölgesi,141494.0
2015-02-02,Ege Bölgesi,143064.0
2015-02-09,Ege Bölgesi,143064.0
2015-02-16,Ege Bölgesi,143064.0
2015-02-23,Ege Bölgesi,143064.0
2015-03-02,Ege Bölgesi,144141.0
2015-03-09,Ege Bölgesi,144141.0
2015-03-16,Ege Bölgesi,144141.0
2015-03-23,Ege Bölgesi,144141.0
2015-03-30,Ege Bölgesi,144141.0
2015-04-06,Ege Bölgesi,146162.0
2015-04-13,Ege Bölgesi,146162.0
2015-04-20,Ege Bölgesi,146162.0
2015-04-27,Ege Bölgesi,146162.0
2015-05-04,Ege Bölgesi,150791.0
2015-05-11,Ege Bölgesi,150791.0
2015-05-18,Ege Bölgesi,150791.0
2015-05-25,Ege Bölgesi,150791.0
2015-06-01,Ege Bölgesi,155744.0
2015-06-08,Ege Bölgesi,155744.0
2015-06-15,Ege Bölgesi,155744.0
2015-06-22,Ege Bölgesi,155744.0
2015-06-29,Ege Bölgesi,159066.0
2015-07-06,Ege Bölgesi,159066.0
2015-07-13,Ege Bölgesi,159066.0
2015-07-20,Ege Bölgesi,159066.0
2015-07-27,Ege Bölgesi,159066.0
2015-08-03,Ege Bölgesi,160464.0
2015-08-10,Ege Bölgesi,160464.0
2015-08-17,Ege Bölgesi,160464.0
2015-08-24,Ege Bölgesi,160464.0
2015-08-31,Ege Bölgesi,163651.0
2015-09-07,Ege Bölgesi,163651.0
2015-09-14,Ege Bölgesi,163651.0
2015-09-21,Ege Bölgesi,163651.0
2015-09-28,Ege Bölgesi,165795.0
2015-10-05,Ege Bölgesi,165795.0
2015-10-12,Ege Bölgesi,165795.0
2015-10-19,Ege Bölgesi,165795.0
2015-10-26,Ege Bölgesi,165795.0
2015-11-02,Ege Bölgesi,163873.0
2015-11-09,Ege Bölgesi,163873.0
2015-11-16,Ege Bölgesi,163873.0
2015-11-23,Ege Bölgesi,163873.0
2015-11-30,Ege Bölgesi,163076.0
2015-12-07,Ege Bölgesi,163076.0
2015-12-14,Ege Bölgesi,163076.0
2015-12-21,Ege Bölgesi,163076.0
2015-12-28,Ege Bölgesi,163076.0
2016-01-04,Ege Bölgesi,163256.0
2016-01-11,Ege Bölgesi,163256.0
2016-01-18,Ege Bölgesi,163256.0
2016-01-25,Ege Bölgesi,163256.0
2016-02-01,Ege Bölgesi,166757.0
2016-02-08,Ege Bölgesi,166757.0
2016-02-15,Ege Bölgesi,166757.0
2016-02-22,Ege Bölgesi,166757.0
2016-02-29,Ege Bölgesi,164448.0
2016-03-07,Ege Bölgesi,164448.0
2016-03-14,Ege Bölgesi,164448.0
2016-03-21,Ege Bölgesi,164448.0
2016-03-28,Ege Bölgesi,164448.0
2016-04-04,Ege Bölgesi,164486.0
2016-04-11,Ege Bölgesi,164486.0
2016-04-18,Ege Bölgesi,164486.0
2016-04-25,Ege Bölgesi,164486.0
2016-05-02,Ege Bölgesi,163922.0
2016-05-09,Ege Bölgesi,163922.0
2016-05-16,Ege Bölgesi,163922.0
2016-05-23,Ege Bölgesi,163922.0
2016-05-30,Ege Bölgesi,162171.0
2016-06-06,Ege Bölgesi,162171.0
2016-06-13,Ege Bölgesi,162171.0
2016-06-20,Ege Bölgesi,162171.0
2016-06-27,Ege Bölgesi,162171.0
2016-07-04,Ege Bölgesi,162383.0
2016-07-11,Ege Bölgesi,162383.0
2016-07-18,Ege Bölgesi,162383.0
2016-07-25,Ege Bölgesi,162383.0
2016-08-01,Ege Bölgesi,164268.0
2016-08-08,Ege Bölgesi,164268.0
2016-08-15,Ege Bölgesi,164268.0
2016-08-22,Ege Bölgesi,164268.0
2016-08-29,Ege Bölgesi,158287.0
2016-09-05,Ege Bölgesi,158287.0
2016-09-12,Ege Bölgesi,158287.0
2016-09-19,Ege Bölgesi,158287.0
2016-09-26,Ege Bölgesi,158287.0
2016-10-03,Ege Bölgesi,157055.0
2016-10-10,Ege Bölgesi,157055.0
2016-10-17,Ege Bölgesi,157055.0
2016-10-24,Ege Bölgesi,157055.0
2016-10-31,Ege Bölgesi,156994.0
2016-11-07,Ege Bölgesi,156994.0
2016-11-14,Ege Bölgesi,156994.0
2016-11-21,Ege Bölgesi,156994.0
2016-11-28,Ege Bölgesi,158934.0
2016-12-05,Ege Bölgesi,158934.0
2016-12-12,Ege Bölgesi,158934.0
2016-12-19,Ege Bölgesi,158934.0
2016-12-26,Ege Bölgesi,158934.0
2017-01-02,Ege Bölgesi,162737.0
2017-01-09,Ege Bölgesi,162737.0
2017-01-16,Ege Bölgesi,162737.0
2017-01-23,Ege Bölgesi,162737.0
2017-01-30,Ege Bölgesi,159464.0
2017-02-06,Ege Bölgesi,159464.0
2017-02-13,Ege Bölgesi,159464.0
2017-02-20,Ege Bölgesi,159464.0
2017-02-27,Ege Bölgesi,159464.0
2017-03-06,Ege Bölgesi,161520.0
2017-03-13,Ege Bölgesi,161520.0
2017-03-20,Ege Bölgesi,161520.0
2017-03-27,Ege Bölgesi,161520.0
2017-04-03,Ege Bölgesi,160922.0
2017-04-10,Ege Bölgesi,160922.0
2017-04-17,Ege Bölgesi,160922.0
2017-04-24,Ege Bölgesi,160922.0
2017-05-01,Ege Bölgesi,161971.0
2017-05-08,Ege Bölgesi,161971.0
2017-05-15,Ege Bölgesi,161971.0
2017-05-22,Ege Bölgesi,161971.0
2017-05-29,Ege Bölgesi,160838.0
2017-06-05,Ege Bölgesi,160838.0
2017-06-12,Ege Bölgesi,160838.0
2017-06-19,Ege Bölgesi,160838.0
2017-06-26,Ege Bölgesi,160838.0
2017-07-03,Ege Bölgesi,159942.0
2017-07-10,Ege Bölgesi,159942.0
2017-07-17,Ege Bölgesi,159942.0
2017-07-24,Ege Bölgesi,159942.0
2017-07-31,Ege Bölgesi,157779.0
2017-08-07,Ege Bölgesi,157779.0
2017-08-14,Ege Bölgesi,157779.0
2017-08-21,Ege Bölgesi,157779.0
2017-08-28,Ege Bölgesi,162225.0
2017-09-04,Ege Bölgesi,162225.0
2017-09-11,Ege Bölgesi,162225.0
2017-09-18,Ege Bölgesi,162225.0
2017-09-25,Ege Bölgesi,162225.0
2017-10-02,Ege Bölgesi,162704.0
2017-10-09,Ege Bölgesi,162704.0
2017-10-16,Ege Bölgesi,162704.0
2017-10-23,Ege Bölgesi,162704.0
2017-10-30,Ege Bölgesi,163500.0
2017-11-06,Ege Bölgesi,163500.0
2017-11-13,Ege Bölgesi,163500.0
2017-11-20,Ege Bölgesi,163500.0
2017-11-27,Ege Bölgesi,163500.0
2017-12-04,Ege Bölgesi,164695.0
2017-12-11,Ege Bölgesi,164695.0
2017-12-18,Ege Bölgesi,164695.0
2017-12-25,Ege Bölgesi,164695.0
2018-01-01,Ege Bölgesi,162153.0
2018-01-08,Ege Bölgesi,162153.0
2018-01-15,Ege Bölgesi,162153.0
2018-01-22,Ege Bölgesi,162153.0
2018-01-29,Ege Bölgesi,162136.0
2018-02-05,Ege Bölgesi,162136.0
2018-02-12,Ege Bölgesi,162136.0
2018-02-19,Ege Bölgesi,162136.0
2018-02-26,Ege Bölgesi,162136.0
2018-03-05,Ege Bölgesi,159892.0
2018-03-12,Ege Bölgesi,159892.0
2018-03-19,Ege Bölgesi,159892.0
2018-03-26,Ege Bölgesi,159892.0
2018-04-02,Ege Bölgesi,159095.0
2018-04-09,Ege Bölgesi,159095.0
2018-04-16,Ege Bölgesi,159095.0
2018-04-23,Ege Bölgesi,159095.0
2018-04-30,Ege Bölgesi,156864.0
2018-05-07,Ege Bölgesi,156864.0
2018-05-14,Ege Bölgesi,156864.0
2018-05-21,Ege Bölgesi,156864.0
2018-05-28,Ege Bölgesi,156864.0
2018-06-04,Ege Bölgesi,156972.0
2018-06-11,Ege Bölgesi,156972.0
2018-06-18,Ege Bölgesi,156972.0
2018-06-25,Ege Bölgesi,156972.0
2018-07-02,Ege Bölgesi,156365.0
2018-07-09,Ege Bölgesi,156365.0
2018-07-16,Ege Bölgesi,156365.0
2018-07-23,Ege Bölgesi,156365.0
2018-07-30,Ege Bölgesi,153475.0
2018-08-06,Ege Bölgesi,153475.0
2018-08-13,Ege Bölgesi,153475.0
2018-08-20,Ege Bölgesi,153475.0
2018-08-27,Ege Bölgesi,153475.0
2018-09-03,Ege Bölgesi,149854.0
2018-09-10,Ege Bölgesi,149854.0
2018-09-17,Ege Bölgesi,149854.0
2018-09-24,Ege Bölgesi,149854.0
2018-10-01,Ege Bölgesi,144857.0
2018-10-08,Ege Bölgesi,144857.0
2018-10-15,Ege Bölgesi,144857.0
2018-10-22,Ege Bölgesi,144857.0
2018-10-29,Ege Bölgesi,140174.0
2018-11-05,Ege Bölgesi,140174.0
2018-11-12,Ege Bölgesi,140174.0
2018-11-19,Ege Bölgesi,140174.0
2018-11-26,Ege Bölgesi,140174.0
2018-12-03,Ege Bölgesi,131802.0
2018-12-10,Ege Bölgesi,131802.0
2018-12-17,Ege Bölgesi,131802.0
2018-12-24,Ege Bölgesi,131802.0
2018-12-31,Ege Bölgesi,127336.0
2019-01-07,Ege Bölgesi,127336.0
2019-01-14,Ege Bölgesi,127336.0
2019-01-21,Ege Bölgesi,127336.0
2019-01-28,Ege Bölgesi,121335.0
2019-02-04,Ege Bölgesi,121335.0
2019-02-11,Ege Bölgesi,121335.0
2019-02-18,Ege Bölgesi,121335.0
2019-02-25,Ege Bölgesi,121335.0
2019-03-04,Ege Bölgesi,115791.0
2019-03-11,Ege Bölgesi,115791.0
2019-03-18,Ege Bölgesi,115791.0
2019-03-25,Ege Bölgesi,115791.0
2019-04-01,Ege Bölgesi,112953.0
2019-04-08,Ege Bölgesi,112953.0
2019-04-15,Ege Bölgesi,112953.0
2019-04-22,Ege Bölgesi,112953.0
2019-04-29,Ege Bölgesi,110090.0
2019-05-06,Ege Bölgesi,110090.0
2019-05-13,Ege Bölgesi,110090.0
2019-05-20,Ege Bölgesi,110090.0
2019-05-27,Ege Bölgesi,110090.0
2019-06-03,Ege Bölgesi,105163.0
2019-06-10,Ege Bölgesi,105163.0
2019-06-17,Ege Bölgesi,105163.0
2019-06-24,Ege Bölgesi,105163.0
2019-07-01,Ege Bölgesi,100682.0
2019-07-08,Ege Bölgesi,100682.0
2019-07-15,Ege Bölgesi,100682.0
2019-07-22,Ege Bölgesi,100682.0
2019-07-29,Ege Bölgesi,97762.0
2019-08-05,Ege Bölgesi,97762.0
2019-08-12,Ege Bölgesi,97762.0
2019-08-19,Ege Bölgesi,97762.0
2019-08-26,Ege Bölgesi,97762.0
